age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
25~44,Blank,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,2,0,Credit Card,Yes,1,SOUTH AFRICA,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,4,KENYA,2
45~64,Blank,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,GERMANY,2
45~64,Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,3,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,1,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,5,Cash,Yes,5,UNITED KINGDOM,4
25~44,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,10,4,Cash,Yes,3,BELGIUM,3
1~24,Blank,0,1,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,33,3,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Credit Card,Yes,2,FRANCE,3
45~64,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,10,0,Cash,Yes,4,ITALY,4
65+,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Cash,No,2,UNITED STATES OF AMERICA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,0,Cash,No,1,KOREA,2
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,ZAMBIA,2
25~44,Friends/Relatives,2,0,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,MALAWI,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,14,Cash,Yes,3,UNITED KINGDOM,3
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,13,2,Cash,Yes,1,FRANCE,2
1~24,Blank,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Credit Card,No,2,KENYA,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,10,0,Cash,No,2,SWIZERLAND,3
45~64,Friends/Relatives,3,6,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,16,0,Cash,Yes,9,UNITED STATES OF AMERICA,4
25~44,Friends/Relatives,5,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,5,4,Cash,Yes,6,AUSTRALIA,3
65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Friends/Relatives,0,2,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,30,0,Cash,Yes,2,O-AF,3
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,7,Credit Card,Yes,2,GERMANY,2
45~64,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,2,IRELAND,2
25~44,Blank,1,0,Scientific and Academic,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,4,Cash,No,1,PAKISTAN,2
25~44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZIMBABWE,1
1~24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,13,3,Cash,Yes,2,ISRAEL,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,13,3,Cash,Yes,2,ISRAEL,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,11,0,Cash,No,2,UNITED KINGDOM,3
25~44,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,46,0,Cash,No,2,OMAN,1
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,17,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,3
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,No,No,No,Yes,27,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,No,Yes,No,Yes,Yes,No,7,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Cash,Yes,2,GERMANY,3
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,2
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Credit Card,Yes,1,AUSTRALIA,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
45~64,Blank,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,No,2,CANADA,4
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Friends/Relatives,0,2,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,2,INDIA,2
25~44,Friends/Relatives,0,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,2,Cash,Yes,3,UNITED STATES OF AMERICA,2
25~44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,45,0,Cash,No,1,UNITED KINGDOM,2
45~64,Friends/Relatives,4,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,19,0,Cash,Yes,6,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,No,No,No,No,No,No,4,0,Cash,Yes,1,SOUTH AFRICA,1
45~64,Blank,0,1,Meetings and Conference,Wildlife tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,No,No,No,No,No,4,0,Credit Card,Yes,1,SOUTH AFRICA,1
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,KENYA,2
1~24,Alone,1,0,Volunteering,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,20,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,14,0,Cash,Yes,2,EGYPT,3
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,4,CANADA,4
25~44,Alone,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,SWIZERLAND,2
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,6,0,Credit Card,No,1,CHINA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,Cash,Yes,2,SPAIN,3
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Cash,Yes,2,ITALY,3
45~64,Alone,1,0,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,3,Credit Card,No,1,KENYA,2
65+,Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Cash,Yes,3,UNITED STATES OF AMERICA,4
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,Yes,Yes,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,1
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,No,No,No,50,0,Cash,Yes,1,SOUTH AFRICA,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,Yes,No,5,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,UNITED KINGDOM,1
1~24,Friends/Relatives,0,2,Visiting Friends and Relatives,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Cash,No,2,SOUTH AFRICA,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,UNITED KINGDOM,3
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,Trade fair,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,32,43,Credit Card,No,1,SPAIN,3
1~24,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,UNITED KINGDOM,2
25~44,Children,2,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,47,0,Credit Card,No,2,UNITED KINGDOM,3
1~24,Blank,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,GERMANY,1
25~44,Blank,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ITALY,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,4,Cash,Yes,2,AUSTRALIA,2
25~44,Blank,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Credit Card,No,1,INDIA,2
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
1~24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,CANADA,2
45~64,Blank,0,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,UGANDA,1
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Credit Card,Yes,4,JAPAN,2
45~64,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,15,0,Cash,Yes,3,UNITED KINGDOM,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Cash,Yes,3,AUSTRALIA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,Cash,Yes,2,SPAIN,2
25~44,Alone,0,1,Business,Mountain climbing,others,Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,INDIA,1
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,0,Cash,Yes,1,INDIA,2
1~24,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,7,Cash,Yes,2,UNITED KINGDOM,1
1~24,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,15,5,Cash,Yes,2,UNITED KINGDOM,2
45~64,Spouse,1,0,Leisure and Holidays,Beach tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,4,Cash,No,1,CANADA,3
45~64,Blank,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,KENYA,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,9,0,Cash,Yes,3,UNITED STATES OF AMERICA,3
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,12,0,Cash,Yes,1,FRANCE,3
1~24,Friends/Relatives,15,15,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,59,2,Cash,Yes,30,UNITED KINGDOM,4
25~44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,27,Credit Card,Yes,1,GREECE,1
45~64,Spouse and Children,1,4,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,5,Credit Card,Yes,5,FRANCE,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,7,Cash,Yes,2,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,9,7,Cash,Yes,2,FRANCE,3
25~44,Blank,2,5,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,7,GERMANY,3
1~24,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,6,4,Cash,Yes,5,FRANCE,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,7,7,Cash,Yes,2,GERMANY,3
25~44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,27,0,Cash,No,1,RWANDA,1
45~64,Spouse and Children,3,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,6,5,Cash,Yes,6,FRANCE,4
45~64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5,Cash,Yes,3,FRANCE,3
45~64,Spouse,1,1,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,2,ZIMBABWE,2
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,6,Cash,Yes,1,CANADA,1
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,4,Cash,Yes,4,UNITED KINGDOM,3
25~44,Blank,0,1,Meetings and Conference,Beach tourism,Trade fair,Independent,No,No,No,No,No,No,No,30,0,Credit Card,No,1,CHINA,2
1~24,Blank,1,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,SOUTH AFRICA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Credit Card,Yes,1,SOUTH AFRICA,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,5,Cash,Yes,2,SPAIN,2
45~64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,14,4,Cash,Yes,5,NETHERLANDS,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,4,Cash,Yes,4,NETHERLANDS,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Credit Card,No,2,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,0,2,Meetings and Conference,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,SOUTH AFRICA,1
45~64,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,41,0,Cash,No,2,CANADA,3
1~24,Friends/Relatives,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10,6,Cash,Yes,1,DENMARK,4
25~44,Blank,1,0,Volunteering,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,3,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Alone,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,3,Cash,Yes,1,NETHERLANDS,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,4,0,Cash,Yes,2,SOUTH AFRICA,2
1~24,Blank,1,0,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,1,NETHERLANDS,3
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,No,Yes,No,0,9,Cash,No,3,SOUTH AFRICA,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,No,Yes,No,6,0,Cash,No,1,O-ASIA,3
45~64,Blank,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,SOUTH AFRICA,1
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
1~24,Friends/Relatives,5,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,29,0,Cash,Yes,5,UNITED STATES OF AMERICA,2
1~24,Alone,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Cash,No,1,GERMANY,1
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,5,Cash,Yes,1,SPAIN,2
45~64,Friends/Relatives,1,1,Scientific and Academic,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,0,Cash,No,2,SOUTH AFRICA,2
45~64,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,2,0,Cash,Yes,4,SPAIN,4
25~44,Blank,1,0,Volunteering,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,63,0,Cash,Yes,1,DENMARK,1
25~44,Blank,0,1,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,No,No,No,22,0,Cash,Yes,1,INDIA,2
45~64,Blank,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,3,Cash,No,1,KENYA,2
25~44,Friends/Relatives,1,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,37,0,Cash,No,3,UNITED KINGDOM,2
25~44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,FRANCE,2
25~44,Friends/Relatives,3,0,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,9,Cash,Yes,3,RUSSIA,2
25~44,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,5,Cash,Yes,1,NEW ZEALAND,2
25~44,Friends/Relatives,10,3,Volunteering,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,23,0,Cash,Yes,13,UNITED STATES OF AMERICA,1
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,7,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,5,Cash,Yes,4,SWEDEN,4
45~64,Spouse and Children,4,2,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,1,13,Cash,Yes,6,FRANCE,2
45~64,Friends/Relatives,0,5,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,5,NETHERLANDS,2
1~24,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,3,Cash,Yes,4,SPAIN,3
25~44,Children,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Credit Card,Yes,2,CHINA,2
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,Credit Card,No,1,SOUTH AFRICA,1
1~24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,13,3,Cash,Yes,2,ISRAEL,2
45~64,Blank,0,1,Meetings and Conference,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,10,0,Credit Card,Yes,1,FRANCE,3
25~44,Alone,1,0,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,KENYA,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,2,ZIMBABWE,1
45~64,Blank,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,SOUTH AFRICA,1
65+,Spouse,1,1,Visiting Friends and Relatives,Beach tourism,others,Independent,No,No,No,No,No,No,No,1,0,Cash,No,2,KENYA,2
25~44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,Cash,No,2,UNITED KINGDOM,1
1~24,Alone,1,0,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,22,4,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,No,1,UNITED KINGDOM,2
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Cash,Yes,1,SPAIN,2
25~44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Credit Card,No,1,SOUTH AFRICA,2
